sentiment,source,length
positive,IMDB Review,116
positive,IMDB Review,221
negative,IMDB Review,125
positive,IMDB Review,104
positive,IMDB Review,92
positive,IMDB Review,173
positive,IMDB Review,191
positive,IMDB Review,68
negative,IMDB Review,246
positive,IMDB Review,132
positive,IMDB Review,292
negative,IMDB Review,191
negative,IMDB Review,168
positive,IMDB Review,145
negative,IMDB Review,25
negative,IMDB Review,170
positive,IMDB Review,136
positive,IMDB Review,176
positive,IMDB Review,850
negative,IMDB Review,118
positive,IMDB Review,44
negative,IMDB Review,130
negative,IMDB Review,271
positive,IMDB Review,601
negative,IMDB Review,133
negative,IMDB Review,140
positive,IMDB Review,418
negative,IMDB Review,307
negative,IMDB Review,211
positive,IMDB Review,288
negative,IMDB Review,142
positive,IMDB Review,270
positive,IMDB Review,381
positive,IMDB Review,46
negative,IMDB Review,121
negative,IMDB Review,132
positive,IMDB Review,171
negative,IMDB Review,140
positive,IMDB Review,97
negative,IMDB Review,168
positive,IMDB Review,255
negative,IMDB Review,295
positive,IMDB Review,144
negative,IMDB Review,124
positive,IMDB Review,124
negative,IMDB Review,187
positive,IMDB Review,91
negative,IMDB Review,75
positive,IMDB Review,176
positive,IMDB Review,307
negative,IMDB Review,159
negative,IMDB Review,411
positive,IMDB Review,228
positive,IMDB Review,232
negative,IMDB Review,131
negative,IMDB Review,179
negative,IMDB Review,113
negative,IMDB Review,280
positive,IMDB Review,138
negative,IMDB Review,388
negative,IMDB Review,133
positive,IMDB Review,211
negative,IMDB Review,333
positive,IMDB Review,108
positive,IMDB Review,205
positive,IMDB Review,141
positive,IMDB Review,121
negative,IMDB Review,121
positive,IMDB Review,110
positive,IMDB Review,370
negative,IMDB Review,433
negative,IMDB Review,176
positive,IMDB Review,94
negative,IMDB Review,139
negative,IMDB Review,266
negative,IMDB Review,365
positive,IMDB Review,226
negative,IMDB Review,108
negative,IMDB Review,117
negative,IMDB Review,106
negative,IMDB Review,137
positive,IMDB Review,118
negative,IMDB Review,235
positive,IMDB Review,715
positive,IMDB Review,105
negative,IMDB Review,134
negative,IMDB Review,132
positive,IMDB Review,135
positive,IMDB Review,145
negative,IMDB Review,101
negative,IMDB Review,221
negative,IMDB Review,481
positive,IMDB Review,111
negative,IMDB Review,470
negative,IMDB Review,280
positive,IMDB Review,356
negative,IMDB Review,123
negative,IMDB Review,106
positive,IMDB Review,114
positive,IMDB Review,305
positive,IMDB Review,276
positive,IMDB Review,227
positive,IMDB Review,297
negative,IMDB Review,247
positive,IMDB Review,279
positive,IMDB Review,114
positive,IMDB Review,36
positive,IMDB Review,165
negative,IMDB Review,360
negative,IMDB Review,430
positive,IMDB Review,270
positive,IMDB Review,259
negative,IMDB Review,232
negative,IMDB Review,142
negative,IMDB Review,124
positive,IMDB Review,328
positive,IMDB Review,194
negative,IMDB Review,177
negative,IMDB Review,159
negative,IMDB Review,179
negative,IMDB Review,52
positive,IMDB Review,36
negative,IMDB Review,103
positive,IMDB Review,123
negative,IMDB Review,224
negative,IMDB Review,165
positive,IMDB Review,297
negative,IMDB Review,124
positive,IMDB Review,126
positive,IMDB Review,161
negative,IMDB Review,39
negative,IMDB Review,151
negative,IMDB Review,275
negative,IMDB Review,78
positive,IMDB Review,109
positive,IMDB Review,75
positive,IMDB Review,107
positive,IMDB Review,76
negative,IMDB Review,125
positive,IMDB Review,125
positive,IMDB Review,275
positive,IMDB Review,106
positive,IMDB Review,79
negative,IMDB Review,173
positive,IMDB Review,229
positive,IMDB Review,157
negative,IMDB Review,249
positive,IMDB Review,71
negative,IMDB Review,129
negative,IMDB Review,267
negative,IMDB Review,103
positive,IMDB Review,129
positive,IMDB Review,310
negative,IMDB Review,158
negative,IMDB Review,275
negative,IMDB Review,313
positive,IMDB Review,208
negative,IMDB Review,204
positive,IMDB Review,221
positive,IMDB Review,49
positive,IMDB Review,89
negative,IMDB Review,389
negative,IMDB Review,246
positive,IMDB Review,427
positive,IMDB Review,217
negative,IMDB Review,170
negative,IMDB Review,171
negative,IMDB Review,233
positive,IMDB Review,42
positive,IMDB Review,199
positive,IMDB Review,67
negative,IMDB Review,186
negative,IMDB Review,111
negative,IMDB Review,70
positive,IMDB Review,299
negative,IMDB Review,222
negative,IMDB Review,136
positive,IMDB Review,105
positive,IMDB Review,68
positive,IMDB Review,446
positive,IMDB Review,229
positive,IMDB Review,49
negative,IMDB Review,387
negative,IMDB Review,358
negative,IMDB Review,165
positive,IMDB Review,134
positive,IMDB Review,232
positive,IMDB Review,235
positive,IMDB Review,207
positive,IMDB Review,428
negative,IMDB Review,160
negative,IMDB Review,227
negative,IMDB Review,185
negative,IMDB Review,154
positive,IMDB Review,119
negative,IMDB Review,226
positive,IMDB Review,78
negative,IMDB Review,259
positive,IMDB Review,40
positive,IMDB Review,161
positive,IMDB Review,153
negative,IMDB Review,161
negative,IMDB Review,123
negative,IMDB Review,164
positive,IMDB Review,142
negative,IMDB Review,350
negative,IMDB Review,198
positive,IMDB Review,131
negative,IMDB Review,115
positive,IMDB Review,103
negative,IMDB Review,243
positive,IMDB Review,121
negative,IMDB Review,312
positive,IMDB Review,132
negative,IMDB Review,47
negative,IMDB Review,181
negative,IMDB Review,918
positive,IMDB Review,286
negative,IMDB Review,151
positive,IMDB Review,215
positive,IMDB Review,562
positive,IMDB Review,120
negative,IMDB Review,121
negative,IMDB Review,94
positive,IMDB Review,233
negative,IMDB Review,111
positive,IMDB Review,304
negative,IMDB Review,263
positive,IMDB Review,215
positive,IMDB Review,172
positive,IMDB Review,62
positive,IMDB Review,142
positive,IMDB Review,354
positive,IMDB Review,105
positive,IMDB Review,84
positive,IMDB Review,65
positive,IMDB Review,496
positive,IMDB Review,377
positive,IMDB Review,110
negative,IMDB Review,225
positive,IMDB Review,61
positive,IMDB Review,118
positive,IMDB Review,274
positive,IMDB Review,101
positive,IMDB Review,99
negative,IMDB Review,323
positive,IMDB Review,196
negative,IMDB Review,367
negative,IMDB Review,82
negative,IMDB Review,89
positive,IMDB Review,188
positive,IMDB Review,57
negative,IMDB Review,18
negative,IMDB Review,133
positive,IMDB Review,110
negative,IMDB Review,524
negative,IMDB Review,167
negative,IMDB Review,126
positive,IMDB Review,341
positive,IMDB Review,274
negative,IMDB Review,166
negative,IMDB Review,176
negative,IMDB Review,153
negative,IMDB Review,94
positive,IMDB Review,156
negative,IMDB Review,426
positive,IMDB Review,43
negative,IMDB Review,166
positive,IMDB Review,458
negative,IMDB Review,142
negative,IMDB Review,38
negative,IMDB Review,200
positive,IMDB Review,253
positive,IMDB Review,196
negative,IMDB Review,94
positive,IMDB Review,72
positive,IMDB Review,248
negative,IMDB Review,403
positive,IMDB Review,54
positive,IMDB Review,130
positive,IMDB Review,412
negative,IMDB Review,874
negative,IMDB Review,237
positive,IMDB Review,283
positive,IMDB Review,300
negative,IMDB Review,703
positive,IMDB Review,117
negative,IMDB Review,152
positive,IMDB Review,139
positive,IMDB Review,191
negative,IMDB Review,170
negative,IMDB Review,552
positive,IMDB Review,330
positive,IMDB Review,287
positive,IMDB Review,127
positive,IMDB Review,372
positive,IMDB Review,725
negative,IMDB Review,359
positive,IMDB Review,116
negative,IMDB Review,142
negative,IMDB Review,558
negative,IMDB Review,99
positive,IMDB Review,456
positive,IMDB Review,138
negative,IMDB Review,94
positive,IMDB Review,284
negative,IMDB Review,71
positive,IMDB Review,155
negative,IMDB Review,367
positive,IMDB Review,663
positive,IMDB Review,270
negative,IMDB Review,186
negative,IMDB Review,140
negative,IMDB Review,549
positive,IMDB Review,496
positive,IMDB Review,166
positive,IMDB Review,280
positive,IMDB Review,791
positive,IMDB Review,258
negative,IMDB Review,100
positive,IMDB Review,141
positive,IMDB Review,79
positive,IMDB Review,101
negative,IMDB Review,156
positive,IMDB Review,137
negative,IMDB Review,561
positive,IMDB Review,118
positive,IMDB Review,166
negative,IMDB Review,140
negative,IMDB Review,376
negative,IMDB Review,133
positive,IMDB Review,28
positive,IMDB Review,180
positive,IMDB Review,306
negative,IMDB Review,163
negative,IMDB Review,176
negative,IMDB Review,113
positive,IMDB Review,586
negative,IMDB Review,131
positive,IMDB Review,427
negative,IMDB Review,477
positive,IMDB Review,164
negative,IMDB Review,510
positive,IMDB Review,595
negative,IMDB Review,346
positive,IMDB Review,371
positive,IMDB Review,584
negative,IMDB Review,371
positive,IMDB Review,588
negative,IMDB Review,137
negative,IMDB Review,134
negative,IMDB Review,80
negative,IMDB Review,789
positive,IMDB Review,132
negative,IMDB Review,161
positive,IMDB Review,246
negative,IMDB Review,218
negative,IMDB Review,514
negative,IMDB Review,173
negative,IMDB Review,69
positive,IMDB Review,127
negative,IMDB Review,506
positive,IMDB Review,174
negative,IMDB Review,71
positive,IMDB Review,89
positive,IMDB Review,116
positive,IMDB Review,1527
negative,IMDB Review,121
positive,IMDB Review,159
negative,IMDB Review,429
negative,IMDB Review,178
negative,IMDB Review,120
negative,IMDB Review,108
negative,IMDB Review,111
negative,IMDB Review,144
positive,IMDB Review,39
negative,IMDB Review,246
negative,IMDB Review,580
negative,IMDB Review,422
positive,IMDB Review,134
negative,IMDB Review,253
positive,IMDB Review,109
negative,IMDB Review,220
positive,IMDB Review,131
positive,IMDB Review,119
positive,IMDB Review,139
negative,IMDB Review,278
negative,IMDB Review,282
negative,IMDB Review,250
positive,IMDB Review,87
negative,IMDB Review,130
positive,IMDB Review,263
positive,IMDB Review,136
negative,IMDB Review,351
negative,IMDB Review,160
positive,IMDB Review,129
positive,IMDB Review,384
positive,IMDB Review,116
positive,IMDB Review,165
negative,IMDB Review,135
negative,IMDB Review,79
positive,IMDB Review,287
negative,IMDB Review,720
positive,IMDB Review,94
negative,IMDB Review,141
positive,IMDB Review,322
positive,IMDB Review,133
negative,IMDB Review,165
positive,IMDB Review,51
negative,IMDB Review,222
positive,IMDB Review,219
positive,IMDB Review,531
negative,IMDB Review,259
positive,IMDB Review,229
positive,IMDB Review,195
negative,IMDB Review,394
positive,IMDB Review,138
positive,IMDB Review,236
negative,IMDB Review,556
negative,IMDB Review,403
positive,IMDB Review,142
negative,IMDB Review,264
positive,IMDB Review,162
negative,IMDB Review,607
negative,IMDB Review,129
positive,IMDB Review,88
positive,IMDB Review,134
negative,IMDB Review,134
negative,IMDB Review,124
positive,IMDB Review,136
positive,IMDB Review,134
negative,IMDB Review,494
positive,IMDB Review,420
positive,IMDB Review,300
positive,IMDB Review,76
negative,IMDB Review,179
positive,IMDB Review,736
negative,IMDB Review,53
positive,IMDB Review,48
negative,IMDB Review,290
negative,IMDB Review,256
positive,IMDB Review,655
positive,IMDB Review,106
negative,IMDB Review,137
positive,IMDB Review,156
negative,IMDB Review,102
negative,IMDB Review,134
negative,IMDB Review,393
positive,IMDB Review,226
positive,IMDB Review,166
positive,IMDB Review,922
positive,IMDB Review,123
negative,IMDB Review,107
negative,IMDB Review,113
negative,IMDB Review,95
negative,IMDB Review,154
negative,IMDB Review,119
negative,IMDB Review,57
positive,IMDB Review,413
negative,IMDB Review,126
negative,IMDB Review,114
negative,IMDB Review,503
positive,IMDB Review,394
positive,IMDB Review,131
negative,IMDB Review,132
positive,IMDB Review,66
positive,IMDB Review,211
negative,IMDB Review,337
positive,IMDB Review,117
positive,IMDB Review,245
positive,IMDB Review,150
positive,IMDB Review,440
negative,IMDB Review,172
negative,IMDB Review,121
positive,IMDB Review,240
negative,IMDB Review,128
negative,IMDB Review,171
positive,IMDB Review,155
positive,IMDB Review,158
negative,IMDB Review,150
positive,IMDB Review,243
negative,IMDB Review,462
positive,IMDB Review,224
negative,IMDB Review,150
positive,IMDB Review,356
negative,IMDB Review,131
negative,IMDB Review,124
positive,IMDB Review,126
negative,IMDB Review,185
negative,IMDB Review,364
positive,IMDB Review,118
positive,IMDB Review,308
positive,IMDB Review,309
positive,IMDB Review,254
positive,IMDB Review,331
positive,IMDB Review,257
negative,IMDB Review,137
positive,IMDB Review,34
positive,IMDB Review,309
positive,IMDB Review,199
negative,IMDB Review,195
positive,IMDB Review,156
positive,IMDB Review,233
negative,IMDB Review,86
negative,IMDB Review,127
positive,IMDB Review,53
positive,IMDB Review,118
positive,IMDB Review,72
negative,IMDB Review,116
positive,IMDB Review,142
positive,IMDB Review,491
negative,IMDB Review,160
positive,IMDB Review,58
negative,IMDB Review,169
positive,IMDB Review,282
negative,IMDB Review,141
positive,IMDB Review,229
positive,IMDB Review,214
negative,IMDB Review,157
negative,IMDB Review,48
positive,IMDB Review,53
negative,IMDB Review,898
negative,IMDB Review,185
negative,IMDB Review,94
positive,IMDB Review,137
negative,IMDB Review,215
negative,IMDB Review,95
negative,IMDB Review,187
negative,IMDB Review,224
negative,IMDB Review,128
negative,IMDB Review,629
positive,IMDB Review,152
positive,IMDB Review,184
positive,IMDB Review,204
negative,IMDB Review,160
positive,IMDB Review,386
negative,IMDB Review,204
negative,IMDB Review,140
negative,IMDB Review,203
negative,IMDB Review,119
negative,IMDB Review,336
positive,IMDB Review,294
negative,IMDB Review,615
negative,IMDB Review,263
positive,IMDB Review,221
negative,IMDB Review,296
negative,IMDB Review,726
negative,IMDB Review,137
negative,IMDB Review,340
negative,IMDB Review,116
negative,IMDB Review,440
positive,IMDB Review,165
positive,IMDB Review,376
positive,IMDB Review,201
positive,IMDB Review,143
negative,IMDB Review,345
positive,IMDB Review,108
negative,IMDB Review,432
negative,IMDB Review,114
negative,IMDB Review,182
negative,IMDB Review,273
negative,IMDB Review,197
positive,IMDB Review,151
positive,IMDB Review,44
positive,IMDB Review,268
positive,IMDB Review,119
negative,IMDB Review,151
negative,IMDB Review,135
negative,IMDB Review,321
positive,IMDB Review,110
negative,IMDB Review,534
positive,IMDB Review,431
negative,IMDB Review,110
negative,IMDB Review,113
negative,IMDB Review,101
positive,IMDB Review,58
negative,IMDB Review,960
negative,IMDB Review,112
negative,IMDB Review,92
positive,IMDB Review,158
positive,IMDB Review,179
negative,IMDB Review,123
negative,IMDB Review,172
positive,IMDB Review,94
positive,IMDB Review,128
negative,IMDB Review,77
positive,IMDB Review,124
positive,IMDB Review,443
negative,IMDB Review,70
negative,IMDB Review,199
negative,IMDB Review,710
positive,IMDB Review,147
negative,IMDB Review,156
positive,IMDB Review,182
negative,IMDB Review,133
positive,IMDB Review,250
negative,IMDB Review,231
positive,IMDB Review,313
negative,IMDB Review,154
positive,IMDB Review,220
positive,IMDB Review,171
positive,IMDB Review,118
positive,IMDB Review,66
positive,IMDB Review,126
negative,IMDB Review,156
positive,IMDB Review,161
negative,IMDB Review,50
positive,IMDB Review,331
negative,IMDB Review,261
negative,IMDB Review,226
positive,IMDB Review,558
negative,IMDB Review,114
positive,IMDB Review,134
negative,IMDB Review,164
positive,IMDB Review,376
negative,IMDB Review,251
negative,IMDB Review,222
negative,IMDB Review,236
negative,IMDB Review,26
negative,IMDB Review,132
negative,IMDB Review,161
positive,IMDB Review,159
positive,IMDB Review,375
negative,IMDB Review,148
negative,IMDB Review,361
positive,IMDB Review,346
negative,IMDB Review,379
negative,IMDB Review,174
positive,IMDB Review,301
negative,IMDB Review,374
positive,IMDB Review,145
negative,IMDB Review,130
negative,IMDB Review,365
negative,IMDB Review,208
negative,IMDB Review,202
positive,IMDB Review,354
positive,IMDB Review,188
positive,IMDB Review,546
negative,IMDB Review,156
negative,IMDB Review,169
positive,IMDB Review,119
positive,IMDB Review,808
negative,IMDB Review,179
negative,IMDB Review,180
